TIMESTAMP,L101_volume,L102_volume,L103_volume,L104_volume,L106_volume,L107_volume,L108_volume,L101_occupancy,L102_occupancy,L103_occupancy,L104_occupancy,L106_occupancy,L107_occupancy,L108_occupancy
4/1/00 1:13,35,43,39,29,52,36,22,8.27,13.39,12.21,25.99,14.96,7.48,19.29
4/1/00 1:15,45,38,33,37,39,33,36,12.60,22.44,7.87,36.62,10.63,5.91,10.24
4/1/00 1:16,47,42,32,33,48,35,29,12.60,22.84,6.69,37.80,11.81,7.87,42.13
4/1/00 1:18,40,29,31,30,43,41,32,10.63,9.06,8.66,24.81,11.42,9.84,53.94
4/1/00 1:19,40,50,41,44,45,30,24,7.87,18.51,11.02,41.74,12.99,7.09,51.19
4/1/00 1:21,43,30,38,43,49,46,25,9.45,18.90,11.02,61.42,14.17,10.24,49.22
4/1/00 1:22,43,35,37,40,46,44,26,9.06,10.24,9.06,37.01,12.21,9.84,51.19
4/1/00 1:24,33,36,26,28,50,29,32,9.06,9.45,6.69,23.62,13.78,7.09,55.52
4/1/00 1:25,33,34,39,37,48,27,32,10.24,14.57,10.24,34.25,11.81,4.72,54.33
4/1/00 1:27,42,38,40,34,48,29,24,10.24,29.53,9.45,80.32,14.96,6.30,49.61
4/1/00 1:28,36,31,48,34,51,38,34,7.87,10.63,12.60,55.52,15.75,7.48,55.52
4/1/00 1:30,44,30,27,32,52,41,19,10.63,11.42,6.69,26.38,16.54,11.02,48.82
4/1/00 1:31,42,30,45,39,55,28,23,9.45,9.84,12.21,35.83,23.62,5.91,49.61
4/1/00 1:33,44,38,33,39,43,31,30,13.78,12.99,7.48,39.37,14.17,7.48,51.58
4/1/00 1:34,37,34,46,31,56,34,33,9.06,9.84,10.63,23.23,14.57,7.48,53.15
4/1/00 1:36,44,40,38,33,43,21,28,11.02,11.42,11.02,29.53,10.63,3.54,51.58
4/1/00 1:37,44,40,32,40,43,30,25,9.45,14.57,6.30,37.80,11.81,6.30,50.79
4/1/00 1:39,29,32,38,46,46,35,20,5.51,13.39,9.84,47.64,16.54,7.87,48.82
4/1/00 1:40,38,34,27,38,33,23,27,8.66,12.21,6.30,50.40,8.66,4.72,50.00
4/1/00 1:42,39,41,43,38,47,33,30,10.63,22.05,9.84,96.46,14.57,7.09,42.52
4/1/00 1:43,45,32,37,36,42,49,23,10.24,12.99,8.66,38.98,12.60,11.42,6.30
4/1/00 1:45,31,40,45,40,53,32,29,6.30,18.90,12.21,46.85,20.47,6.30,6.30
4/1/00 1:46,38,36,31,41,36,41,17,8.27,13.78,8.27,36.62,9.84,10.63,3.54
4/1/00 1:48,36,29,31,33,44,29,32,9.84,10.24,7.87,33.86,11.42,5.51,8.27
4/1/00 1:49,33,22,29,29,39,39,24,9.06,5.51,6.69,34.65,9.84,9.06,5.12
4/1/00 1:51,41,35,26,26,39,38,28,8.66,11.81,6.30,20.08,10.63,8.66,7.87
4/1/00 1:52,33,40,32,39,37,25,29,10.24,12.60,9.84,26.38,18.51,4.33,6.69
4/1/00 1:54,28,39,39,32,47,32,21,6.69,12.60,9.45,24.02,25.20,7.09,5.12
4/1/00 1:55,40,33,37,26,35,31,21,9.06,12.21,9.84,18.90,17.32,6.30,5.12
4/1/00 1:57,39,38,40,40,51,30,30,8.66,16.54,12.60,46.85,15.75,5.91,7.09
4/1/00 1:58,37,30,34,42,39,37,17,8.66,9.06,7.09,39.37,9.84,7.09,3.54
4/1/00 2:00,38,30,30,29,41,38,32,7.87,10.24,5.91,21.26,12.21,7.87,7.09
4/1/00 2:01,24,31,43,28,48,30,35,5.12,12.99,9.45,27.95,18.51,7.09,11.81
4/1/00 2:03,36,42,39,32,49,36,17,7.87,22.84,10.63,55.12,20.87,7.48,3.94
4/1/00 2:04,41,28,39,31,39,33,30,10.24,9.06,9.06,24.81,13.78,7.87,7.48
4/1/00 2:06,44,32,25,31,45,35,22,10.24,10.24,5.51,20.47,12.99,7.09,4.72
4/1/00 2:07,48,34,25,31,31,29,29,11.81,9.84,5.91,22.84,8.66,5.91,7.48
4/1/00 2:09,25,42,31,32,49,31,28,5.91,14.57,7.48,23.62,14.57,6.30,6.69
4/1/00 2:10,31,25,39,34,43,22,21,6.69,8.27,10.24,32.29,24.81,3.94,4.33
4/1/00 2:12,34,33,27,24,43,36,21,6.30,11.02,5.91,16.54,21.26,8.66,5.12
4/1/00 2:13,41,30,31,28,37,29,27,9.06,11.02,7.87,27.17,8.66,5.12,7.09
4/1/00 2:15,36,40,29,35,40,36,21,8.27,26.38,6.30,23.62,9.45,6.69,4.72
4/1/00 2:16,32,42,26,34,42,25,19,6.69,19.69,5.91,57.09,17.32,4.72,3.94
4/1/00 2:18,28,30,33,35,36,29,15,6.30,10.24,9.06,33.07,11.02,5.12,2.76
4/1/00 2:19,33,32,25,31,39,42,34,7.09,10.24,5.12,26.38,20.08,9.84,9.84
4/1/00 2:21,26,38,32,30,40,24,31,5.51,14.96,6.30,20.47,26.77,4.72,8.66
4/1/00 2:22,30,38,45,35,45,30,17,6.69,16.14,11.81,53.94,21.26,6.30,3.94
4/1/00 2:24,35,29,19,40,29,31,26,8.27,12.60,4.33,29.53,7.87,5.91,5.91
4/1/00 2:25,35,35,30,32,40,32,21,7.87,12.21,7.09,26.38,19.29,7.09,6.30
4/1/00 2:27,32,26,31,36,35,30,31,6.69,7.09,7.48,39.37,18.51,5.91,7.09
4/1/00 2:28,40,35,36,34,46,41,24,7.87,11.81,7.87,23.62,20.08,9.84,7.09
4/1/00 2:30,41,30,27,33,34,32,21,9.06,8.66,5.51,25.20,18.11,5.91,4.72
4/1/00 2:31,30,23,24,24,31,33,26,7.48,7.87,5.51,16.54,7.09,6.69,5.91
4/1/00 2:33,24,30,28,43,51,25,23,5.51,9.06,6.30,61.42,14.57,4.72,5.12
4/1/00 2:34,28,34,40,38,49,39,24,5.91,6.69,11.81,32.68,18.51,7.48,5.51
4/1/00 2:36,33,46,37,27,44,41,15,9.45,11.81,10.24,18.11,12.99,7.87,2.76
4/1/00 2:37,41,44,29,39,34,30,26,9.84,13.78,7.87,46.46,7.09,7.48,6.30
4/1/00 2:39,41,39,34,37,54,34,19,10.63,7.87,7.48,27.56,20.47,5.91,5.12
4/1/00 2:40,37,28,35,36,43,42,27,7.87,6.30,9.45,25.59,38.59,8.66,6.30
4/1/00 2:42,38,36,33,28,24,31,22,9.06,9.06,8.66,19.69,51.19,6.30,5.12
4/1/00 2:43,48,38,28,30,21,31,22,11.02,8.66,5.91,61.82,50.79,6.30,5.51
4/1/00 2:45,38,50,31,39,22,27,19,7.48,14.17,7.87,43.31,50.79,5.51,5.12
4/1/00 2:46,30,41,34,39,39,33,20,6.69,10.24,9.45,57.09,12.99,6.69,4.33
4/1/00 2:48,40,43,25,38,32,37,19,8.66,10.24,6.69,40.55,7.48,7.48,5.12
4/1/00 2:49,27,26,40,36,44,40,19,6.69,6.30,9.06,22.84,11.42,9.45,3.94
4/1/00 2:51,31,31,27,33,40,24,19,5.51,6.69,7.09,24.41,11.81,5.51,5.12
4/1/00 2:52,37,41,25,37,34,27,27,7.87,9.84,5.12,24.02,13.39,4.33,6.30
4/1/00 2:54,31,27,29,33,45,28,20,10.24,5.91,6.30,31.89,29.92,5.51,5.51
4/1/00 2:55,20,29,35,34,41,32,15,5.51,7.48,8.27,22.84,25.59,5.91,2.76
4/1/00 2:57,37,31,32,33,30,30,15,7.48,7.09,7.48,23.23,13.39,6.30,3.15
4/1/00 2:58,24,34,26,36,31,25,19,4.72,7.09,5.91,23.62,14.96,5.12,3.94
4/1/00 3:00,24,25,28,28,41,25,18,4.33,6.30,7.48,19.29,12.99,4.33,3.54
4/1/00 3:01,27,45,26,35,35,28,18,5.91,12.99,5.51,38.98,8.66,5.51,4.72
4/1/00 3:03,25,30,24,40,29,35,17,4.72,6.30,5.51,50.79,6.30,6.69,3.15
4/1/00 3:04,23,30,21,29,30,31,9,4.72,6.69,5.12,23.62,7.09,5.12,1.97
4/1/00 3:06,29,33,25,25,32,32,18,6.69,7.48,5.91,18.11,7.48,5.91,5.12
4/1/00 3:07,26,25,17,16,33,19,18,4.72,5.91,3.94,12.21,9.06,3.54,3.54
4/1/00 3:09,22,32,28,38,38,20,29,4.72,6.69,5.91,30.32,9.84,3.15,9.45
4/1/00 3:10,19,33,36,38,32,32,24,3.94,7.87,7.87,27.17,39.77,6.69,6.30
4/1/00 3:12,34,35,35,41,22,36,23,7.09,7.09,7.09,27.95,51.19,7.09,5.51
4/1/00 3:13,25,24,26,33,17,35,13,5.12,5.51,6.30,25.99,48.43,35.83,2.76
4/1/00 3:15,31,35,24,43,21,30,23,5.91,6.30,5.51,28.35,33.86,5.91,5.91
4/1/00 3:16,30,25,25,30,53,31,24,5.51,5.12,4.72,21.26,14.96,7.09,6.30
4/1/00 3:18,34,23,36,24,44,19,16,7.09,5.51,9.06,20.08,29.92,3.15,3.15
4/1/00 3:19,27,34,30,36,33,25,19,5.51,9.45,5.12,27.56,22.05,5.51,3.94
4/1/00 3:21,26,34,24,34,30,36,19,5.91,9.45,4.72,27.17,8.27,8.66,4.33
4/1/00 3:22,25,24,26,36,33,36,21,5.12,4.72,6.69,25.20,19.29,7.09,4.72
4/1/00 3:24,22,41,32,28,43,25,17,3.54,9.45,7.48,16.54,24.02,4.33,3.54
4/1/00 3:25,33,27,30,39,40,19,19,7.09,6.30,7.09,34.65,22.05,3.54,3.94
4/1/00 3:27,23,20,26,27,38,31,21,3.94,5.12,5.51,18.51,17.72,6.69,4.72
4/1/00 3:28,24,32,26,27,33,22,23,4.33,8.27,5.91,18.11,15.36,4.72,5.51
4/1/00 3:30,23,34,26,35,36,23,20,3.94,8.66,6.30,26.77,11.81,4.33,4.33
4/1/00 3:31,25,26,26,30,37,38,16,4.72,6.30,5.12,19.69,12.60,8.27,3.54
4/1/00 3:33,27,28,21,43,36,23,16,5.51,5.91,4.72,31.10,16.93,4.33,3.54
4/1/00 3:34,28,27,24,26,34,39,23,5.51,6.30,5.91,18.90,7.09,7.09,5.51
4/1/00 3:36,16,21,28,33,41,23,15,2.76,5.12,5.51,22.84,11.42,4.33,3.54
4/1/00 3:37,20,32,23,32,31,26,19,8.66,7.48,5.51,22.44,5.91,5.51,3.94
4/1/00 3:39,25,35,25,31,41,21,17,5.51,7.48,5.12,27.17,9.06,3.94,3.54
4/1/00 3:40,24,27,26,30,42,30,12,4.33,6.30,5.91,19.69,11.42,5.91,2.76
4/1/00 3:42,19,27,26,29,29,22,15,3.15,6.30,6.30,20.47,6.30,4.33,4.33
4/1/00 3:43,23,28,21,29,33,21,23,4.72,7.09,9.84,23.23,7.09,3.54,5.51
4/1/00 3:45,27,25,24,36,25,22,14,4.72,5.51,6.69,19.69,43.70,4.33,3.15
4/1/00 3:46,36,28,22,37,28,33,19,7.48,6.30,4.72,22.05,8.27,5.91,3.94
4/1/00 3:48,30,20,30,25,48,22,14,5.12,4.72,5.91,13.78,15.75,3.94,3.15
4/1/00 3:49,29,36,26,33,29,16,19,4.72,8.27,6.30,18.51,7.09,2.36,5.12
4/1/00 3:51,25,23,31,27,37,25,20,5.51,6.30,8.27,20.87,9.84,4.33,5.51
4/1/00 3:52,33,32,25,25,37,23,25,5.91,7.48,5.12,20.47,9.06,3.94,4.72
4/1/00 3:54,26,26,28,26,50,26,23,5.91,6.30,6.69,17.72,11.02,5.12,4.72
4/1/00 3:55,28,24,31,29,36,26,11,5.51,5.91,6.69,17.72,7.87,5.12,2.36
4/1/00 3:57,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/1/00 3:58,22,31,33,34,48,28,24,3.54,6.69,8.66,22.44,11.81,5.51,5.91
4/1/00 4:00,26,19,24,23,42,20,21,5.12,3.54,4.72,13.39,9.45,3.54,6.30
4/1/00 4:01,31,37,32,34,43,16,15,6.30,7.09,10.24,21.26,11.42,2.76,2.76
4/1/00 4:03,31,41,11,35,28,25,22,5.91,7.48,1.97,24.02,8.66,4.33,4.72
4/1/00 4:04,21,38,37,39,44,29,14,3.94,8.66,9.45,32.29,14.17,4.72,2.76
4/1/00 4:06,23,25,25,30,42,24,15,4.72,4.33,4.72,19.69,12.60,4.72,2.36
4/1/00 4:07,27,32,26,23,32,17,25,4.33,5.91,7.09,13.78,6.69,3.54,6.30
4/1/00 4:09,21,11,24,31,42,24,15,3.94,2.76,6.30,19.29,12.60,3.94,3.54
4/1/00 4:10,27,30,21,28,30,19,15,5.12,5.91,5.12,17.32,6.69,3.15,2.36
4/1/00 4:12,22,26,21,35,30,20,19,3.54,5.51,4.33,21.26,7.09,4.33,3.94
4/1/00 4:13,20,32,28,37,31,33,19,3.15,5.51,5.91,20.08,7.09,5.91,4.33
4/1/00 4:15,21,26,20,28,45,21,22,3.94,5.91,4.72,19.29,10.24,3.94,4.33
4/1/00 4:16,23,21,32,34,32,32,13,3.54,3.54,7.87,19.69,6.69,5.91,2.76
4/1/00 4:18,21,14,20,13,26,20,15,4.33,3.54,4.33,7.48,6.69,4.72,7.87
4/1/00 4:19,20,29,19,33,23,18,16,3.15,6.30,5.12,22.84,5.91,2.76,3.94
4/1/00 4:21,15,19,18,37,50,24,18,2.36,5.91,3.54,24.02,12.99,4.72,3.54
4/1/00 4:22,22,35,30,33,37,29,18,3.15,7.48,9.45,40.16,8.66,5.12,3.94
4/1/00 4:24,21,28,21,29,36,23,13,3.54,6.30,4.72,20.47,8.27,4.72,2.36
4/1/00 4:25,28,40,22,36,23,38,15,5.12,11.42,5.51,28.35,5.12,7.48,3.15
4/1/00 4:27,23,10,19,25,41,27,14,4.33,2.36,4.72,29.92,10.24,7.48,3.15
4/1/00 4:28,25,36,20,30,21,32,12,5.12,7.09,4.33,20.87,5.12,7.09,2.76
4/1/00 4:30,22,21,21,28,29,18,14,3.54,4.33,5.91,18.90,6.30,4.33,3.15
4/1/00 4:31,24,23,22,34,32,20,24,4.33,5.51,6.69,20.87,6.69,3.54,5.12
4/1/00 4:33,28,15,21,22,37,28,26,5.12,3.15,4.33,11.81,8.27,5.91,5.51
4/1/00 4:34,20,39,30,26,38,16,11,3.15,7.87,8.66,21.66,9.06,3.15,2.76
4/1/00 4:36,20,24,22,41,42,19,16,3.54,4.72,4.33,29.14,9.84,3.15,3.94
4/1/00 4:37,33,23,20,29,17,27,11,5.51,4.72,7.09,17.72,4.33,4.72,3.54
4/1/00 4:39,9,24,14,39,27,17,18,1.18,5.51,4.33,30.71,8.66,3.15,4.72
4/1/00 4:40,18,40,29,34,36,26,16,3.54,7.48,7.87,27.17,9.06,4.33,3.54
4/1/00 4:42,19,30,17,27,36,35,23,3.15,5.12,3.94,20.08,8.66,6.69,4.72
4/1/00 4:43,21,12,25,24,34,30,20,3.54,1.97,7.09,11.81,16.54,5.51,4.72
4/1/00 4:45,27,16,25,19,41,20,17,4.72,3.15,7.09,10.63,12.99,3.94,3.54
4/1/00 4:46,23,39,21,37,30,13,10,3.94,8.27,7.09,25.59,7.48,2.36,1.97
4/1/00 4:48,27,15,28,18,34,25,17,5.51,3.15,6.30,14.57,7.09,4.72,3.54
4/1/00 4:49,22,31,15,26,18,23,18,3.15,7.48,4.72,18.51,5.12,4.33,3.54
4/1/00 4:51,22,31,17,37,39,16,16,4.33,7.09,3.94,50.40,11.02,3.54,3.15
4/1/00 4:52,1,0,1,2,0,0,0,0.00,0.00,0.00,0.79,0.00,0.00,0.00
4/1/00 4:54,19,20,17,19,31,17,17,3.54,4.33,3.54,9.45,7.09,3.15,3.94
4/1/00 4:55,14,43,22,42,33,30,21,2.36,9.06,7.09,33.47,7.87,5.12,3.94
4/1/00 4:57,23,20,23,22,34,23,22,4.33,3.54,4.72,14.96,7.48,4.72,6.30
4/1/00 4:58,29,36,24,32,37,30,12,5.51,7.48,6.30,22.44,9.84,5.51,2.76
4/1/00 5:00,21,18,21,24,38,26,20,3.94,3.15,4.33,13.39,8.27,4.33,4.33
4/1/00 5:01,15,28,17,33,22,23,17,2.36,5.91,3.94,22.05,5.51,3.94,3.94
4/1/00 5:03,13,20,20,16,36,21,19,2.36,5.12,4.33,12.21,10.63,3.54,3.94
4/1/00 5:04,26,19,24,26,30,16,12,4.72,3.54,5.91,15.75,6.69,3.15,2.36
4/1/00 5:06,32,23,26,26,43,21,21,5.51,4.33,5.51,16.14,9.45,4.72,6.30
4/1/00 5:07,25,31,20,39,37,14,17,3.94,5.51,5.12,29.14,9.45,2.36,4.33
4/1/00 5:09,24,27,30,30,41,26,22,4.33,9.06,8.66,24.41,12.21,5.51,5.91
4/1/00 5:10,24,36,29,35,31,23,16,4.33,7.48,6.30,29.53,7.87,4.72,3.15
4/1/00 5:12,23,30,16,34,32,15,22,4.72,5.51,3.15,18.51,7.48,4.72,5.12
4/1/00 5:13,22,26,28,41,41,26,14,3.54,5.91,8.27,29.53,10.24,4.72,3.15
4/1/00 5:15,25,25,23,22,35,20,27,5.12,5.91,5.12,11.81,8.27,3.54,5.51
4/1/00 5:16,30,33,31,44,40,24,6,5.12,7.48,7.87,37.40,8.27,5.12,1.18
4/1/00 5:18,28,24,17,25,35,25,21,5.51,5.12,3.54,18.90,7.87,4.72,7.09
4/1/00 5:19,21,31,20,41,31,24,10,4.33,7.87,7.09,39.77,8.27,3.94,1.97
4/1/00 5:21,20,32,26,21,31,14,23,4.33,6.69,7.48,17.72,8.66,2.76,8.27
4/1/00 5:22,29,13,31,25,36,16,21,5.12,3.15,7.48,22.05,9.06,3.54,4.72
4/1/00 5:24,29,19,22,22,41,18,24,5.51,4.72,4.72,13.78,13.39,4.33,5.51
4/1/00 5:25,27,20,32,25,31,15,16,5.12,4.33,11.02,19.29,7.48,2.36,3.54
4/1/00 5:27,23,30,18,34,32,19,19,4.33,6.69,3.15,24.02,9.84,4.33,6.30
4/1/00 5:28,25,33,18,45,37,22,12,6.69,7.09,4.33,54.73,9.45,4.33,11.02
4/1/00 5:30,22,27,36,28,44,22,18,4.33,4.33,11.02,25.20,16.14,3.54,3.94
4/1/00 5:31,28,30,20,34,34,22,16,5.51,6.30,4.72,22.84,7.09,4.33,4.72
4/1/00 5:33,20,27,20,25,28,19,19,3.94,5.51,4.72,23.62,7.48,3.15,5.12
4/1/00 5:34,19,34,17,32,31,24,21,3.54,9.84,4.33,25.20,7.87,5.12,8.27
4/1/00 5:36,18,33,27,34,47,16,27,4.33,5.51,5.91,25.99,12.99,3.15,11.02
4/1/00 5:37,36,28,25,37,29,31,16,5.51,6.69,7.48,26.38,9.45,7.09,3.54
4/1/00 5:39,15,36,13,32,36,25,25,2.36,8.66,2.36,21.26,9.06,5.51,5.91
4/1/00 5:40,18,18,34,22,42,22,21,4.33,3.94,10.63,17.32,9.45,3.94,5.91
4/1/00 5:42,26,18,30,20,48,20,27,5.12,3.15,40.55,11.02,15.36,6.30,7.48
4/1/00 5:43,30,29,24,33,30,12,23,5.91,8.27,11.02,32.29,9.06,2.36,7.48
4/1/00 5:45,32,23,36,24,50,13,34,5.51,6.69,9.84,20.08,37.80,2.36,9.06
4/1/00 5:46,32,25,36,33,48,21,15,5.91,5.12,11.81,25.99,60.24,6.69,3.15
4/1/00 5:48,26,31,24,30,33,25,28,4.72,7.09,5.91,19.69,52.37,4.72,7.48
4/1/00 5:49,29,22,24,28,32,20,21,6.30,4.33,5.91,20.08,24.81,3.15,5.91
4/1/00 5:51,29,43,24,35,40,18,23,4.72,11.42,6.30,29.92,10.63,2.76,6.30
4/1/00 5:52,21,30,22,29,32,18,14,3.54,10.24,8.27,53.94,14.57,3.15,3.15
4/1/00 5:54,15,33,40,39,42,35,17,2.36,8.27,7.87,29.92,18.51,8.66,6.69
4/1/00 5:55,33,21,17,20,30,30,27,6.69,5.51,4.72,20.08,7.48,14.17,7.09
4/1/00 5:57,24,36,30,44,43,16,26,5.12,9.06,6.69,32.68,12.21,3.15,6.69
4/1/00 5:58,35,26,28,30,39,22,27,6.69,6.30,7.87,37.40,9.84,5.12,8.66
4/1/00 6:00,24,35,30,32,55,21,20,5.51,6.30,9.84,28.35,16.93,3.54,4.33
4/1/00 6:01,39,24,31,33,41,18,19,8.66,5.91,13.78,30.32,9.06,3.54,5.12
4/1/00 6:03,31,30,33,32,36,21,21,5.91,7.87,11.02,28.74,11.42,4.72,4.33
4/1/00 6:04,29,27,14,37,23,17,17,4.72,7.48,3.15,27.17,6.69,3.15,4.33
4/1/00 6:06,27,45,29,52,39,44,21,5.12,12.60,7.48,40.16,11.81,12.99,7.48
4/1/00 6:07,27,17,16,33,39,16,26,5.51,4.33,3.94,20.87,14.57,3.54,11.42
4/1/00 6:09,12,33,28,34,30,33,26,2.36,8.66,6.69,22.84,7.48,8.27,9.06
4/1/00 6:10,37,19,28,30,41,14,13,7.87,4.33,7.48,32.29,15.36,2.36,4.33
4/1/00 6:12,28,36,31,33,32,28,16,6.30,11.02,7.48,35.44,9.45,5.51,3.54
4/1/00 6:13,22,32,15,42,29,9,11,6.69,9.45,3.94,74.02,18.11,1.57,3.15
4/1/00 6:15,23,45,26,41,30,32,22,5.12,11.42,6.30,31.50,14.17,7.87,4.72
4/1/00 6:16,22,24,20,38,30,25,11,3.94,6.30,5.12,39.37,9.84,7.09,2.36
4/1/00 6:18,30,50,33,41,35,38,25,6.69,16.54,7.09,56.70,10.24,9.06,6.69
4/1/00 6:19,26,19,25,29,50,16,21,5.12,5.12,5.51,31.10,14.57,3.15,6.69
4/1/00 6:21,36,42,34,44,33,32,31,7.48,14.17,9.06,37.40,13.78,9.06,10.63
4/1/00 6:22,30,24,22,32,40,17,19,7.48,10.24,4.33,44.89,17.72,3.54,4.72
4/1/00 6:24,20,30,37,42,36,44,16,3.94,8.66,18.90,39.37,30.32,10.63,5.51
4/1/00 6:25,28,26,14,34,27,26,33,6.69,5.91,3.15,27.95,8.27,8.66,15.75
4/1/00 6:27,30,42,42,46,55,35,30,7.09,11.81,26.38,28.74,20.47,11.02,10.24
4/1/00 6:28,35,29,32,40,51,23,23,7.09,6.69,11.81,30.32,18.11,4.72,5.12
4/1/00 6:30,36,32,35,38,41,30,22,7.87,9.45,8.27,24.81,11.02,6.30,5.51
4/1/00 6:31,26,20,26,27,46,21,17,4.33,5.12,6.69,21.26,16.93,5.51,4.33
4/1/00 6:33,30,42,29,53,30,19,28,7.09,10.63,7.09,42.13,8.27,3.15,8.66
4/1/00 6:34,27,24,22,25,47,24,26,6.30,6.69,5.12,18.90,11.81,4.72,6.30
4/1/00 6:36,31,34,45,31,46,24,22,5.51,11.81,13.39,27.56,17.32,4.33,8.66
