TIMESTAMP,L101_volume,L102_volume,L103_volume,L104_volume,L106_volume,L107_volume,L108_volume,L101_occupancy,L102_occupancy,L103_occupancy,L104_occupancy,L106_occupancy,L107_occupancy,L108_occupancy
5/1/2000 1:09,17,16,20,24,20,23,16,3.15,2.76,3.94,10.63,13.39,3.54,3.54
5/1/2000 1:10,11,11,14,17,29,16,17,1.97,1.97,2.76,8.27,7.87,2.36,4.72
5/1/2000 1:12,21,18,21,22,16,12,22,3.15,3.54,3.94,10.24,25.99,1.97,5.12
5/1/2000 1:13,10,15,20,15,38,13,16,1.57,2.76,3.94,7.09,12.99,1.97,3.54
5/1/2000 1:15,27,26,20,25,19,13,18,4.72,4.72,3.94,12.21,5.51,1.97,3.94
5/1/2000 1:16,11,19,14,16,30,15,20,1.97,3.94,3.15,8.27,9.06,1.97,4.33
5/1/2000 1:18,21,22,24,29,13,13,14,3.54,4.33,4.72,13.39,14.96,1.97,3.15
5/1/2000 1:19,13,12,17,12,35,17,17,2.36,2.36,3.15,5.12,11.02,2.76,3.54
5/1/2000 1:21,17,20,27,31,31,13,16,2.76,3.54,4.72,14.57,11.81,1.97,3.54
5/1/2000 1:22,16,22,14,18,41,23,9,2.76,4.72,3.15,8.27,15.75,3.94,1.97
5/1/2000 1:24,20,16,14,19,9,15,8,3.15,2.76,3.15,10.24,2.36,2.76,1.57
5/1/2000 1:25,7,14,12,10,27,14,22,1.18,2.36,1.97,4.72,7.87,3.15,5.91
5/1/2000 1:27,22,22,27,24,24,8,14,4.33,4.72,5.91,12.21,5.51,1.18,3.54
5/1/2000 1:28,18,17,10,12,28,20,14,3.15,3.54,1.97,7.09,6.69,3.15,2.76
5/1/2000 1:30,13,10,18,14,16,9,19,1.97,1.97,3.15,6.3,3.15,1.57,3.94
5/1/2000 1:31,9,17,19,12,28,11,16,1.57,3.15,4.33,5.12,7.09,1.57,3.54
5/1/2000 1:33,19,14,21,21,18,11,20,3.15,2.36,21.66,9.06,4.33,1.57,5.12
5/1/2000 1:34,14,21,17,16,39,16,11,3.15,4.33,3.54,7.09,20.87,2.76,2.76
5/1/2000 1:36,19,17,19,22,14,10,8,3.15,3.15,3.54,10.63,5.51,1.57,1.57
5/1/2000 1:37,14,19,10,19,21,13,11,3.15,3.54,1.97,7.87,4.72,1.97,2.36
5/1/2000 1:39,17,11,16,12,12,8,7,2.76,1.97,4.72,5.91,9.45,1.57,1.57
5/1/2000 1:40,10,18,8,15,21,20,16,1.57,3.94,1.57,9.06,10.24,3.15,3.54
5/1/2000 1:42,12,9,17,12,16,12,9,2.36,1.18,3.94,5.51,9.45,1.97,1.97
5/1/2000 1:43,15,7,8,6,25,7,12,2.76,1.18,1.57,2.36,11.02,1.18,2.36
5/1/2000 1:45,15,13,21,19,12,4,12,2.76,2.36,4.33,9.45,5.12,0.39,3.15
5/1/2000 1:46,11,24,13,21,26,22,12,1.18,4.72,3.15,10.24,6.3,3.94,2.76
5/1/2000 1:48,18,14,21,19,22,13,9,2.76,2.76,3.94,9.06,5.12,2.36,1.97
5/1/2000 1:49,15,20,15,17,25,24,11,2.76,4.33,3.15,9.06,6.69,3.94,2.36
5/1/2000 1:51,20,17,19,18,14,10,14,2.36,3.54,3.54,9.45,5.91,1.57,3.15
5/1/2000 1:52,14,27,11,21,22,19,12,1.97,5.51,1.97,9.06,5.12,2.76,2.36
5/1/2000 1:54,20,13,13,20,16,11,8,3.15,2.76,3.15,8.66,3.94,1.97,1.57
5/1/2000 1:55,12,16,11,13,17,16,12,1.97,3.54,2.36,6.3,4.33,2.36,2.36
5/1/2000 1:57,16,11,13,16,10,7,7,2.36,1.57,2.76,6.69,2.76,1.57,1.57
5/1/2000 1:58,15,19,10,15,16,15,8,2.36,4.33,1.97,7.09,4.72,2.36,1.57
5/1/2000 2:00,11,6,17,12,27,11,8,1.97,1.18,3.54,3.94,26.77,1.97,1.57
5/1/2000 2:01,15,16,9,14,33,9,5,1.97,3.15,1.57,6.69,46.07,1.57,0.79
5/1/2000 2:03,16,16,14,18,13,5,11,2.76,2.76,2.76,7.48,44.89,0.79,1.97
5/1/2000 2:04,4,21,15,15,16,15,6,0.39,3.94,2.76,7.09,47.64,2.76,1.18
5/1/2000 2:06,18,7,5,12,17,12,10,2.76,1.18,1.18,5.51,46.07,1.57,2.36
5/1/2000 2:07,11,11,12,14,22,8,9,1.57,1.97,1.97,9.06,46.07,1.18,1.97
5/1/2000 2:09,12,14,15,14,6,7,4,1.97,3.15,3.94,6.3,46.07,1.18,0.79
5/1/2000 2:10,14,15,10,17,9,15,11,2.36,2.36,2.36,7.87,42.52,2.36,1.97
5/1/2000 2:12,9,8,13,12,11,6,10,1.57,1.18,2.36,4.33,35.04,0.79,1.97
5/1/2000 2:13,9,13,13,15,17,19,7,1.57,2.36,1.97,7.48,37.8,3.54,1.18
5/1/2000 2:15,14,6,9,10,3,4,5,2.36,1.18,1.57,3.94,44.89,0.39,0.79
5/1/2000 2:16,8,17,11,15,11,14,12,1.57,2.76,2.36,5.91,47.64,2.76,2.36
5/1/2000 2:18,9,7,15,5,8,9,8,1.57,1.18,4.33,2.76,46.46,1.18,1.57
5/1/2000 2:19,18,19,15,24,21,13,7,3.15,3.54,3.15,10.24,11.02,1.57,1.57
5/1/2000 2:21,14,5,11,5,22,7,4,2.36,0.79,2.36,1.97,9.45,1.18,0.79
5/1/2000 2:22,16,15,7,14,8,11,11,2.36,2.36,1.18,6.69,3.15,1.97,2.36
5/1/2000 2:24,7,16,13,15,19,6,4,0.79,3.15,2.76,7.09,9.84,0.79,0.79
5/1/2000 2:25,11,17,6,17,9,21,5,1.97,2.76,0.79,6.3,25.99,3.15,0.79
5/1/2000 2:27,9,7,7,18,9,7,16,1.57,1.18,1.57,8.27,47.25,1.18,3.54
5/1/2000 2:28,15,10,16,9,20,12,8,2.36,1.57,3.15,3.54,41.34,1.57,1.57
5/1/2000 2:30,10,7,11,6,32,5,6,1.57,1.18,1.97,2.76,14.17,0.79,1.18
5/1/2000 2:31,17,16,17,15,11,9,7,2.36,3.94,3.54,7.48,43.7,1.18,1.18
5/1/2000 2:33,6,12,7,17,7,8,4,1.18,2.76,29.92,8.66,46.07,1.18,0.79
5/1/2000 2:34,17,11,24,9,8,14,10,2.76,1.97,40.55,3.15,38.59,2.36,1.97
5/1/2000 2:36,4,8,16,8,21,6,7,0.79,1.57,45.28,3.94,38.98,0.79,1.18
5/1/2000 2:37,10,19,24,17,16,15,8,1.57,3.15,40.55,7.09,54.73,2.36,1.18
5/1/2000 2:39,16,10,15,14,22,6,18,2.76,1.97,39.77,7.87,58.67,1.18,3.94
5/1/2000 2:40,8,14,18,15,32,10,15,1.18,2.36,49.22,5.91,43.7,1.57,3.54
5/1/2000 2:42,17,7,13,13,25,9,8,3.54,1.57,29.53,5.51,10.24,1.57,1.57
5/1/2000 2:43,17,13,16,13,22,3,9,2.76,2.36,35.44,5.91,12.99,0.39,1.97
5/1/2000 2:45,7,8,12,8,20,12,5,0.79,1.18,19.69,3.54,4.33,1.97,0.79
5/1/2000 2:46,15,16,18,17,12,10,9,2.76,2.76,25.99,8.27,24.81,1.57,1.97
5/1/2000 2:48,8,5,11,4,19,9,8,1.18,0.79,23.23,1.97,4.33,1.18,1.18
5/1/2000 2:49,16,6,15,10,23,4,3,2.76,1.18,37.01,4.33,17.72,0.39,0.39
5/1/2000 2:51,5,10,9,6,13,5,8,0.79,1.57,11.81,2.76,9.84,0.79,1.57
5/1/2000 2:52,7,14,10,17,16,7,9,0.79,1.97,18.9,6.3,5.91,1.18,1.57
5/1/2000 2:54,6,10,11,10,23,12,10,1.18,1.97,41.74,3.94,5.91,1.57,2.36
5/1/2000 2:55,17,13,16,15,16,11,6,2.36,1.97,57.48,6.3,5.12,1.97,1.18
5/1/2000 2:57,12,14,20,4,9,8,10,1.97,1.97,33.07,1.18,23.62,1.18,1.97
5/1/2000 2:58,17,10,15,13,6,7,7,3.54,1.57,35.83,5.51,45.67,1.18,1.97
5/1/2000 3:00,14,7,12,5,14,10,8,2.36,1.57,15.36,2.76,41.74,1.57,1.57
5/1/2000 3:01,13,13,10,12,14,3,6,2.36,2.76,20.87,4.72,27.95,0.39,1.18
5/1/2000 3:03,8,8,10,5,12,11,10,0.79,1.18,22.44,2.36,38.98,1.97,1.97
5/1/2000 3:04,16,10,10,14,5,3,6,2.76,1.57,43.31,5.91,45.67,0.39,1.57
5/1/2000 3:06,8,11,10,12,16,10,7,0.79,1.97,25.99,5.51,14.96,1.57,1.57
5/1/2000 3:07,12,14,35,13,9,5,9,1.57,2.36,28.35,4.72,44.49,0.79,1.97
5/1/2000 3:09,13,13,39,12,23,15,7,1.97,2.36,37.4,6.3,44.89,2.36,1.18
5/1/2000 3:10,10,8,32,14,13,7,6,1.57,1.57,20.08,6.3,51.19,0.79,0.79
5/1/2000 3:12,11,12,22,11,35,10,9,1.57,1.97,28.74,5.91,22.44,1.57,1.97
5/1/2000 3:13,8,4,8,13,17,10,7,1.18,0.79,28.74,5.12,29.92,1.57,1.18
5/1/2000 3:15,9,7,6,11,28,15,5,1.57,1.18,1.18,5.12,32.29,2.36,0.79
5/1/2000 3:16,12,7,11,8,5,2,7,2.36,1.18,41.34,2.76,45.67,0.39,1.57
5/1/2000 3:18,6,7,6,7,7,11,4,0.79,0.79,45.28,2.76,46.07,1.57,0.39
5/1/2000 3:19,15,4,8,6,5,4,5,2.36,0.79,46.07,2.76,45.67,0.79,0.79
5/1/2000 3:21,9,8,9,12,19,7,12,1.57,1.18,45.28,6.3,12.99,1.18,2.76
5/1/2000 3:22,8,15,11,15,10,10,8,1.18,2.76,47.25,5.51,30.32,1.18,1.57
5/1/2000 3:24,8,10,5,9,12,13,7,1.18,1.97,45.28,3.94,46.85,1.97,0.79
5/1/2000 3:25,10,7,9,12,2,4,5,1.57,1.18,46.46,4.72,45.28,0.39,0.79
5/1/2000 3:27,3,17,8,15,10,11,5,0.39,3.54,45.28,7.09,46.85,1.57,0.79
5/1/2000 3:28,10,4,12,11,25,9,5,1.18,0.79,46.46,5.12,23.62,1.18,0.79
5/1/2000 3:30,11,14,4,8,16,9,3,1.97,2.36,45.28,3.15,15.36,1.57,0.39
5/1/2000 3:31,14,3,11,12,15,8,5,1.97,0.39,46.46,5.51,8.66,1.18,1.18
5/1/2000 3:33,6,14,5,15,20,11,6,0.79,1.97,40.95,6.3,44.49,1.97,1.18
5/1/2000 3:34,8,14,9,20,11,3,7,1.57,2.76,1.57,10.63,38.19,0.39,1.18
5/1/2000 3:36,10,9,6,8,15,9,6,1.57,1.57,1.18,3.54,47.64,1.18,1.18
5/1/2000 3:37,6,4,10,7,3,10,6,1.18,0.79,1.57,3.54,69.69,1.57,0.79
5/1/2000 3:39,10,7,7,10,7,12,8,1.57,1.57,1.57,5.12,86.62,2.36,1.57
5/1/2000 3:40,6,4,10,5,12,1,5,1.18,0.39,1.97,2.36,62.21,0,0.79
5/1/2000 3:42,9,10,12,8,12,9,9,1.18,1.57,1.97,3.54,48.04,1.57,1.97
5/1/2000 3:43,13,7,8,8,6,2,5,1.97,1.18,1.57,3.15,44.89,0,0.79
5/1/2000 3:45,11,14,9,14,18,10,9,1.57,2.36,1.57,7.87,64.57,1.97,1.18
5/1/2000 3:46,9,6,10,9,19,7,6,1.18,1.18,1.97,4.33,51.19,1.18,1.57
5/1/2000 3:48,9,11,10,10,20,12,7,1.18,1.97,2.36,3.54,51.97,1.97,1.18
5/1/2000 3:49,14,13,10,19,10,3,5,2.76,2.36,1.97,7.87,73.23,0,0.79
5/1/2000 3:51,7,9,7,9,7,12,8,1.18,1.57,1.18,3.54,80.32,1.97,1.57
5/1/2000 3:52,14,4,9,7,13,6,4,2.36,0.79,1.97,2.76,92.53,1.18,0.79
5/1/2000 3:54,13,12,13,14,9,8,8,2.36,1.97,2.76,5.91,66.54,1.18,1.57
5/1/2000 3:55,13,6,9,8,16,8,9,2.36,0.79,1.57,3.15,66.15,1.18,2.36
5/1/2000 3:57,9,15,15,12,10,10,9,1.18,3.15,10.63,5.51,90.16,1.57,1.97
5/1/2000 3:58,10,7,6,13,22,9,7,1.57,1.18,0.79,6.3,92.92,1.18,1.18
5/1/2000 4:00,9,13,10,11,54,9,6,1.57,2.76,1.97,4.72,86.23,1.18,1.18
5/1/2000 4:01,10,7,8,8,4,6,7,1.18,1.18,1.18,3.54,90.16,0.79,1.18
5/1/2000 4:03,10,11,6,12,10,8,5,1.57,1.97,0.79,4.72,82.29,1.18,0.79
5/1/2000 4:04,6,5,6,7,2,7,6,0.79,0.79,7.48,2.76,58.27,0.79,1.18
5/1/2000 4:06,7,15,6,14,4,11,4,1.57,2.36,1.18,5.91,82.29,1.97,0.39
5/1/2000 4:07,3,4,6,3,17,9,4,0.39,0.79,1.18,1.57,66.15,1.57,0.79
5/1/2000 4:09,8,15,8,14,1,4,5,1.18,3.94,1.57,7.48,89.38,0.39,0.79
5/1/2000 4:10,4,10,6,18,8,10,8,0.39,1.97,0.79,10.63,75.2,3.15,1.57
5/1/2000 4:12,11,10,14,11,3,17,3,1.57,1.97,2.76,3.94,82.68,3.54,0.39
5/1/2000 4:13,10,7,8,11,23,4,5,1.57,1.57,2.76,4.72,72.84,0.39,0.79
5/1/2000 4:15,10,10,3,7,18,7,3,1.18,1.97,0.39,3.54,62.21,0.79,0.39
5/1/2000 4:16,5,4,4,5,13,6,9,0.79,0.39,0.79,2.36,58.67,0.79,1.57
5/1/2000 4:18,6,12,14,13,21,4,6,1.18,2.36,2.76,5.12,28.35,0.39,1.18
5/1/2000 4:19,9,4,5,5,34,6,11,1.57,0.79,0.39,2.76,17.32,0.79,1.97
5/1/2000 4:21,9,8,12,8,26,6,7,1.18,1.18,37.4,3.54,8.66,0.79,1.18
5/1/2000 4:22,9,1,3,3,9,6,9,1.97,0,44.49,1.18,16.14,0.79,1.97
5/1/2000 4:24,8,12,5,14,12,7,2,1.18,2.36,45.67,5.91,29.53,1.18,0
5/1/2000 4:25,3,7,5,6,18,10,2,0.39,1.18,44.89,1.97,40.95,1.97,0
5/1/2000 4:27,7,10,5,11,15,5,7,0.79,1.57,45.67,3.94,42.52,0.79,1.18
5/1/2000 4:28,2,4,4,5,23,8,4,0.39,0.79,44.89,1.97,41.34,1.18,0.79
5/1/2000 4:30,7,7,12,11,13,7,3,0.79,1.18,46.85,4.33,46.46,1.18,0.39
5/1/2000 4:31,8,2,4,4,12,3,6,0.79,0,11.02,1.57,41.34,0.39,0.79
5/1/2000 4:33,4,10,8,12,12,1,2,0.39,1.57,1.18,4.72,19.29,0,0.39
5/1/2000 4:34,7,4,5,7,21,6,4,1.18,0.79,1.57,3.15,37.01,0.79,0.79
5/1/2000 4:36,5,5,8,10,18,3,4,0.79,0.79,1.18,7.09,9.84,0.39,0.79
5/1/2000 4:37,2,4,9,2,24,7,4,0.39,0.79,3.94,0.79,8.66,0.79,0.79
5/1/2000 4:39,11,10,14,9,25,2,5,1.97,1.97,4.33,3.94,55.12,0,0.79
5/1/2000 4:40,10,8,2,7,17,6,5,1.57,1.18,0.39,3.15,49.61,0.79,0.79
5/1/2000 4:42,8,7,10,10,27,8,6,1.57,1.18,1.97,3.94,53.15,1.18,1.18
5/1/2000 4:43,7,10,5,9,31,7,1,1.18,1.97,0.79,4.33,32.29,0.79,0
5/1/2000 4:45,7,6,6,10,30,4,3,1.18,0.79,1.18,3.15,56.7,0.39,0.39
5/1/2000 4:46,3,10,3,12,4,7,5,0.39,1.57,0.79,6.3,61.03,1.18,1.57
5/1/2000 4:48,10,11,15,12,6,6,8,1.18,1.57,3.15,5.91,70.08,0.79,1.18
5/1/2000 4:49,7,6,4,7,8,7,7,1.57,1.57,0.79,5.51,42.92,0.79,1.18
5/1/2000 4:51,6,7,9,9,25,0,2,0.79,1.97,1.57,7.87,9.06,0,0.39
5/1/2000 4:52,8,6,4,3,29,4,8,1.18,1.18,0.79,1.57,14.57,0.79,1.57
5/1/2000 4:54,15,11,13,16,23,5,4,2.36,1.97,2.76,7.09,8.27,0.39,0.79
5/1/2000 4:55,5,4,6,8,24,11,3,1.18,0.79,1.18,3.15,26.38,1.57,0.39
5/1/2000 4:57,14,6,7,7,24,0,3,2.36,1.97,1.18,3.94,37.01,0,0.39
5/1/2000 4:58,2,8,1,9,12,6,4,0,2.36,0,7.09,20.47,1.18,0.79
5/1/2000 5:00,9,8,8,6,31,3,8,1.57,1.18,1.57,1.97,63,0.79,1.57
5/1/2000 5:01,3,8,5,7,18,6,4,0.39,1.18,0.79,3.54,59.45,1.18,0.39
5/1/2000 5:03,9,10,13,13,12,4,3,1.57,1.97,2.76,7.09,79.14,0.79,0.39
5/1/2000 5:04,10,7,5,5,0,9,0,1.18,1.18,0.39,1.97,88.2,1.57,0
5/1/2000 5:06,6,2,6,2,13,2,4,1.18,0,1.18,0.79,81.11,0.79,1.18
5/1/2000 5:07,2,6,5,5,29,5,3,0,0.79,0.79,2.36,72.84,0.79,0.39
5/1/2000 5:09,6,11,8,13,27,4,2,0.79,2.76,1.57,8.27,38.98,0.39,0.39
5/1/2000 5:10,5,11,6,5,9,5,9,0.39,2.36,0.79,5.12,78.35,0.79,1.97
5/1/2000 5:12,7,6,14,14,0,8,2,1.18,1.18,2.76,6.3,88.2,1.97,0.39
5/1/2000 5:13,10,13,4,14,3,9,3,2.36,2.76,0.39,7.87,57.48,1.57,0.79
5/1/2000 5:15,6,7,4,8,11,6,4,0.79,1.57,0.79,2.76,34.25,1.18,0.79
5/1/2000 5:16,4,13,4,16,12,9,7,0.79,2.36,0.79,7.87,12.21,1.57,1.57
5/1/2000 5:18,12,8,9,11,6,3,6,2.76,2.36,1.57,6.3,11.02,0.39,1.57
5/1/2000 5:19,10,4,8,13,17,12,6,1.57,0.39,1.97,7.48,10.63,2.36,1.57
5/1/2000 5:21,9,12,6,11,3,2,4,1.18,3.54,1.18,5.91,39.37,0,0.39
5/1/2000 5:22,4,6,6,5,9,8,4,0.79,1.18,0.79,1.97,42.92,1.97,0.39
5/1/2000 5:24,5,7,7,9,5,4,6,1.18,1.57,1.57,4.33,37.8,0.39,0.79
5/1/2000 5:25,9,8,8,6,12,7,8,1.57,1.97,1.18,4.33,48.43,1.18,1.18
5/1/2000 5:27,8,9,9,20,6,11,3,1.18,1.57,3.15,10.24,47.25,1.57,0.79
5/1/2000 5:28,7,13,6,16,6,10,7,0.79,2.76,0.79,11.02,40.16,1.97,1.57
5/1/2000 5:30,3,8,8,10,4,9,3,0.39,1.18,1.18,5.12,45.67,1.57,1.18
5/1/2000 5:31,8,10,6,16,8,6,5,1.18,1.57,1.18,6.3,48.43,0.79,1.97
5/1/2000 5:33,11,6,6,7,9,5,2,1.57,1.97,2.76,2.76,48.82,0.79,0.39
5/1/2000 5:34,8,16,6,23,26,8,7,1.57,3.15,1.18,11.81,16.93,1.18,1.18
5/1/2000 5:36,8,4,7,4,22,11,6,1.18,0.39,8.66,1.57,21.26,2.76,1.18
5/1/2000 5:37,8,14,11,15,25,8,6,2.76,2.36,16.14,6.69,16.14,1.18,1.18
5/1/2000 5:39,7,7,5,9,9,2,5,0.79,1.57,37.4,5.12,8.66,0,2.36
5/1/2000 5:40,6,13,10,12,13,10,12,0.79,1.97,1.57,5.12,39.77,1.97,1.97
5/1/2000 5:42,11,6,11,8,8,1,7,2.36,2.36,3.15,5.91,46.85,0,1.97
5/1/2000 5:43,7,13,16,10,42,10,15,0.79,2.36,35.83,5.12,31.89,1.18,3.15
5/1/2000 5:45,13,8,18,5,12,5,10,1.57,1.57,4.33,1.97,39.37,0.79,2.36
5/1/2000 5:46,22,10,13,14,23,7,15,3.54,1.57,2.36,7.09,11.02,2.36,4.33
5/1/2000 5:48,16,8,11,18,10,5,5,2.76,1.57,1.97,5.12,38.19,0.79,2.36
5/1/2000 5:49,10,21,9,19,10,6,3,1.57,4.33,3.54,8.66,45.67,0.79,0.39
5/1/2000 5:51,7,2,6,6,8,13,4,2.36,0.39,1.18,3.15,46.07,2.76,0.79
5/1/2000 5:52,4,17,9,16,7,10,11,0.39,4.33,1.57,10.24,46.07,2.36,2.76
5/1/2000 5:54,7,6,12,12,15,10,5,0.79,0.79,2.36,5.12,44.89,2.36,0.79
5/1/2000 5:55,17,9,10,8,40,6,8,3.94,1.57,1.57,3.94,35.44,0.79,1.18
5/1/2000 5:57,7,7,10,9,27,5,9,1.18,1.18,1.97,3.54,16.14,0.39,12.6
5/1/2000 5:58,19,23,11,15,17,12,10,2.76,7.09,1.97,8.27,10.63,1.57,1.97
5/1/2000 6:00,5,8,8,11,25,3,6,0.39,1.57,1.18,7.48,18.51,0.39,0.79
5/1/2000 6:01,13,8,17,7,22,12,6,2.36,1.57,5.91,7.09,11.42,37.4,0.79
5/1/2000 6:03,6,4,2,6,8,10,7,1.18,0.79,0.39,2.76,29.53,5.12,1.18
5/1/2000 6:04,8,8,9,9,24,9,9,1.57,1.57,1.57,6.69,7.87,1.18,1.18
5/1/2000 6:06,10,8,7,11,24,9,16,1.57,3.15,1.18,7.48,6.69,1.97,3.94
5/1/2000 6:07,6,12,14,13,12,8,4,0.79,4.72,2.36,7.09,88.2,1.57,0.79
5/1/2000 6:09,8,8,8,10,10,11,6,1.18,1.57,1.57,4.72,90.56,1.97,1.18
5/1/2000 6:10,13,10,9,11,15,5,4,2.36,2.36,1.57,4.72,100,0.39,0.79
5/1/2000 6:12,7,12,6,11,20,11,3,1.18,1.97,1.97,5.12,25.99,1.57,0.39
5/1/2000 6:13,7,17,9,17,10,13,5,1.57,3.54,1.18,7.87,42.52,1.57,0.79
5/1/2000 6:15,9,15,10,12,11,11,9,2.76,3.94,1.57,5.51,42.92,1.57,3.94
5/1/2000 6:16,7,6,8,5,19,8,9,1.18,1.18,1.18,4.72,36.62,1.18,1.97
5/1/2000 6:18,11,10,9,6,12,10,8,2.36,2.76,2.36,5.51,80.32,1.57,1.18
5/1/2000 6:19,7,2,16,4,3,10,10,1.18,0,5.12,1.57,88.59,7.48,2.36
5/1/2000 6:21,10,17,16,16,2,11,7,2.36,5.12,2.76,9.84,88.59,1.97,1.18
5/1/2000 6:22,19,16,9,16,12,11,8,4.72,5.51,1.18,10.24,51.58,1.57,3.54
5/1/2000 6:24,9,11,6,15,10,11,18,1.57,1.97,1.57,10.63,35.83,1.97,6.69
5/1/2000 6:25,4,21,19,18,13,12,15,0.39,4.72,2.76,8.27,48.04,2.76,3.54
5/1/2000 6:27,13,19,21,17,18,11,10,2.36,4.72,5.12,9.06,46.85,1.57,1.97
5/1/2000 6:28,15,7,9,9,16,12,9,2.76,1.57,1.97,5.51,18.11,1.97,3.15
